Name,Year,Genre,Publisher,EU_Sales,Global_Sales
Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,0.22,0.55
WWF Raw,2002,Fighting,THQ,0.13,0.55
Shin Super Robot Taisen,1996,Role-Playing,Banpresto,0,0.55
Jump Super Stars,2005,Fighting,Nintendo,0,0.55
Legends of WrestleMania,2009,Fighting,THQ,0.17,0.55
The Activision Decathlon,1982,Sports,Activision,0.03,0.55
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,2001,Shooter,D3Publisher,0.21,0.55
50 Classic Games,2009,Misc,Destineer,0,0.55
Fighting Force 2,1999,Action,Eidos Interactive,0.21,0.55
Sakura Wars,1996,Adventure,Sega,0,0.55
Yokai Sangokushi,2016,Action,Level 5,0,0.55
Extermination,2001,Action,Sony Computer Entertainment,0.16,0.55
Batman: Vengeance,2001,Adventure,Ubisoft,0.21,0.55
Unit 13,2012,Shooter,Sony Computer Entertainment,0.15,0.55
Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Fighting,Capcom,0.16,0.55
TMNT,2007,Action,Ubisoft,0.04,0.55
F.E.A.R.,2007,Shooter,Vivendi Games,0.27,0.55
Secret Agent Clank(US sales),2008,Platform,Sony Computer Entertainment,0.22,0.55
Assassin's Creed: Unity,2014,Action,Ubisoft,0.33,0.55
Derby Stallion 04,2004,Sports,Enterbrain,0,0.55
NBA 2K8,2007,Sports,Take-Two Interactive,0.01,0.55
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,0,0.55
CrossworDS,2008,Puzzle,Deep Silver,0,0.55
Tony Hawk's Pro Skater 3,2002,Sports,Activision,0.18,0.55
Mega Man Zero,2002,Platform,Capcom,0.08,0.55
Contender 2,2000,Fighting,3DO,0.21,0.55
The Amazing Spider-Man 2 (2014),2014,Action,Activision,0.25,0.55
Star Wars: Dark Forces,1996,Shooter,LucasArts,0.21,0.55
SD Gundam G Generation Zero,1999,Strategy,Namco Bandai Games,0,0.55
Super Robot Taisen F,1997,Strategy,Banpresto,0,0.55
Shrek 2,2004,Platform,Activision,0.13,0.55
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,2002,Sports,Sega,0,0.55
Time Crisis: Razing Storm,2010,Shooter,Namco Bandai Games,0.21,0.55
SpongeBob SquarePants: SuperSponge,2001,Action,THQ,0.15,0.55
Super Robot Taisen F Kanketsuhen,1998,Strategy,Banpresto,0,0.55
Enslaved: Odyssey to the West,2010,Action,Namco Bandai Games,0.19,0.55
Rune Factory 4,2012,Role-Playing,Xseed Games,0,0.55
Summer Sports: Paradise Island,2008,Sports,Ubisoft,0.02,0.55
Tak and the Power of Juju,2003,Platform,THQ,0.15,0.55
Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,0.05,0.55
Mortal Kombat 3,1995,Fighting,Sony Computer Entertainment,0.2,0.55
Turok: Evolution,2002,Shooter,Acclaim Entertainment,0.14,0.55
Jak X: Combat Racing,2005,Racing,Sony Computer Entertainment,0.02,0.55
Metro 2033,2010,Shooter,THQ,0.24,0.55
Are You Smarter than a 5th Grader? Make the Grade,2008,Misc,THQ,0,0.55
American Idol,2003,Misc,Codemasters,0.21,0.55
Top Gun: Fire at Will!,1996,Misc,Microprose,0.21,0.55
Red Dead Revolver,2004,Shooter,Take-Two Interactive,0.12,0.55
Dragon Ball Z: Shin Budokai,2006,Fighting,Atari,0.08,0.55
LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,0.32,0.54
Iron Man,2008,Action,Sega,0,0.54
SingStar Summer Party,2008,Misc,Sony Computer Entertainment,0.06,0.54
Tiger Woods PGA Tour 08,2007,Sports,Electronic Arts,0.02,0.54
NBA Live 10,2009,Sports,Electronic Arts,0.03,0.54
The SpongeBob SquarePants Movie,2004,Platform,THQ,0.12,0.54
FIFA Soccer 07,2006,Sports,Electronic Arts,0.35,0.54
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000,Sports,SquareSoft,0,0.54
Medarot 2: Kabuto / Kuwagata Version,1999,Role-Playing,Imagineer,0,0.54
Excite Truck,2006,Racing,Nintendo,0.03,0.54
Sacred 2: Fallen Angel,2009,Role-Playing,Deep Silver,0.17,0.54
System 3 presents Ferrari Challenge Trofeo Pirelli,2008,Racing,System 3 Arcade Software,0.4,0.54
Dance Dance Revolution Ultramix,2003,Simulation,Konami Digital Entertainment,0.11,0.54
ModNation Racers,2010,Racing,Sony Computer Entertainment,0.27,0.54
Crash Tag Team Racing,2005,Racing,Vivendi Games,0.21,0.54
Two Worlds II,2011,Role-Playing,Unknown,0.08,0.54
Sonic & All-Stars Racing Transformed,2012,Racing,Sega,0.33,0.54
Michael Jackson: The Experience,2011,Misc,Ubisoft,0.2,0.54
Front Mission 4,2003,Strategy,Square Enix,0.11,0.54
The Fairly Odd Parents: Breakin' Da Rules,2003,Platform,THQ,0.14,0.54
LEGO Dimensions,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.54
Inazuma Eleven,2008,Role-Playing,Nintendo,0.14,0.54
Ninokuni: Shikkoku no Madoushi,2010,Role-Playing,Level 5,0,0.54
Minecraft: Story Mode,2015,Adventure,Mojang,0.21,0.54
Resident Evil: Revelations 2,2015,Action,Capcom,0.24,0.54
Manhunt 2,2007,Action,Take-Two Interactive,0.23,0.54
SRS: Street Racing Syndicate,2004,Racing,Namco Bandai Games,0.21,0.54
Despicable Me: The Game - Minion Mayhem,2010,Puzzle,D3Publisher,0.09,0.54
Def Jam: Fight for NY,N/A,Fighting,Electronic Arts,0.1,0.54
Action Force,1982,Action,CPG Products,0.03,0.54
Gauntlet Legends,1999,Action,Midway Games,0.1,0.54
FIFA 99,1998,Sports,Electronic Arts,0.39,0.54
Kidou Senshi Gundam: Extreme VS,2011,Fighting,Namco Bandai Games,0,0.54
Dragon Ball Z: Ultimate Tenkaichi,2011,Fighting,Namco Bandai Games,0.1,0.54
Tales of Symphonia,2013,Role-Playing,Namco Bandai Games,0.13,0.54
Bust A Groove,1998,Misc,Sony Computer Entertainment,0.06,0.54
Fire Emblem: Path of Radiance,2005,Action,Nintendo,0.08,0.54
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,2002,Role-Playing,Enix Corporation,0,0.54
Let's Draw!,2008,Misc,Ubisoft,0.23,0.54
Pachi-Slot Aruze Oukoku 2,1999,Misc,Aruze Corp,0,0.54
NHL 14,2013,Sports,Electronic Arts,0.1,0.54
Valkyria Chronicles II,2010,Role-Playing,Sega,0.16,0.54
Middle-Earth: Shadow of Mordor,2014,Action,Warner Bros. Interactive Entertainment,0.21,0.54
Madden NFL 13,2012,Sports,Electronic Arts,0,0.54
Rune Factory 2: A Fantasy Harvest Moon,2008,Role-Playing,Rising Star Games,0.03,0.54
Terminator Salvation,2009,Shooter,Warner Bros. Interactive Entertainment,0.29,0.54
Cars 2,2011,Racing,Disney Interactive Studios,0.23,0.54
Bratz: Rock Angelz,2004,Misc,THQ,0.14,0.54
How to Train Your Dragon,2010,Action,Activision,0.17,0.54
SSX Tricky,2001,Sports,Electronic Arts,0.11,0.54
WWE SmackDown vs. Raw 2010,2009,Fighting,THQ,0.14,0.54
Greg Hastings' Tournament Paintball,2004,Shooter,Activision,0.06,0.54
Hello Kitty: Big City Dreams,2008,Puzzle,Empire Interactive,0.08,0.54
Star Fox Command,2006,Shooter,Nintendo,0.01,0.54
World Soccer Winning Eleven 7 International (JP version),2004,Sports,Konami Digital Entertainment,0,0.54
ESPN NBA Basketball,2003,Sports,Sega,0.21,0.54
Inazuma Eleven GO,2011,Role-Playing,Nintendo,0.05,0.54
Over the Hedge,2006,Platform,Activision,0.02,0.54
Mat Hoffman's Pro BMX,2001,Sports,Activision,0.2,0.54
Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,0.32,0.54
Epic Mickey 2: The Power of Two,2012,Action,Disney Interactive Studios,0.17,0.54
Popeye,1982,Platform,Parker Bros.,0.03,0.54
Magician's Quest: Mysterious Times,2008,Role-Playing,Konami Digital Entertainment,0.01,0.54
The Hobbit,2003,Platform,Vivendi Games,0.2,0.54
War of the Monsters,2003,Fighting,Sony Computer Entertainment,0.2,0.54
Tales of Symphonia: Dawn of the New World,2008,Role-Playing,Namco Bandai Games,0.05,0.54
NBA Street Vol. 2,N/A,Sports,Electronic Arts,0.11,0.54
The Incredible Hulk: Ultimate Destruction,2005,Action,Vivendi Games,0.2,0.54
Star Wars Battlefront (2015),2015,Shooter,Electronic Arts,0.37,0.54
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",1998,Adventure,Sega,0,0.53
Jewel Master Egypt,2009,Puzzle,Rondomedia,0.27,0.53
Time Crisis II,2001,Shooter,Namco Bandai Games,0.2,0.53
Clock Tower,1996,Adventure,ASCII Entertainment,0.05,0.53
NCAA March Madness 06,2005,Sports,Electronic Arts,0.02,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008,Action,THQ,0,0.53
Jampack Volume 11,2004,Misc,Sony Computer Entertainment,0.2,0.53
Dragon's Crown,2013,Role-Playing,Nippon Ichi Software,0.07,0.53
Tactics Ogre: Let Us Cling Together,2010,Role-Playing,Square Enix,0.07,0.53
Legacy of Kain: Defiance,2003,Action,Eidos Interactive,0.2,0.53
SpongeBob SquarePants: Game Boy Advance Video Volume 2,2004,Misc,N/A,0.14,0.53
NCAA March Madness 2005,2004,Sports,Electronic Arts,0.02,0.53
007 Racing,2000,Racing,Electronic Arts,0.2,0.53
Conflict: Vietnam,2004,Shooter,SCi,0.2,0.53
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,2004,Misc,Sega,0.11,0.53
Mystery Dungeon: Shiren the Wanderer,2006,Role-Playing,Sega,0,0.53
SimAnimals,2009,Simulation,Electronic Arts,0.21,0.53
MLB SlugFest 20-04,2003,Sports,Midway Games,0.2,0.53
Gex 3: Deep Cover Gecko,1999,Platform,Eidos Interactive,0.2,0.53
NASCAR 09,2008,Racing,Electronic Arts,0.2,0.53
Blitz: The League,2004,Sports,Midway Games,0.11,0.53
Jampack Vol. 2,1996,Misc,Sony Computer Entertainment,0.2,0.53
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.19,0.53
Sesame Street: Once Upon A Monster,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0.53
Virtual Soccer,1993,Sports,Hudson Soft,0,0.53
Romance of the Three Kingdoms IV: Wall of Fire,1994,Strategy,Tecmo Koei,0,0.53
Winning Post,1993,Sports,Tecmo Koei,0,0.53
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,Ubisoft,0.17,0.53
SingStar Dance,2010,Misc,Sony Computer Entertainment,0.32,0.53
Kirby and the Rainbow Curse,2015,Platform,Nintendo,0.14,0.53
Burnout Revenge,2005,Racing,Electronic Arts,0.19,0.53
FIFA 12,2011,Sports,Electronic Arts,0.26,0.53
Medal of Honor: European Assault,2005,Shooter,Electronic Arts,0.19,0.53
Batman: Arkham City,2011,Action,Warner Bros. Interactive Entertainment,0.28,0.53
Ty the Tasmanian Tiger 2: Bush Rescue,2004,Platform,Electronic Arts,0.2,0.53
The Lord of the Rings: The Fellowship of the Ring,2002,Action,Universal Interactive,0.19,0.53
NBA 06,2005,Sports,Sony Computer Entertainment,0.2,0.53
Sonic & All-Stars Racing Transformed,2012,Racing,Sega,0.27,0.53
Spider-Man,2000,Action,Activision,0.09,0.53
We Cheer,2008,Simulation,505 Games,0,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,2007,Shooter,Ubisoft,0.1,0.53
X-Men Legends,2004,Role-Playing,Activision,0.11,0.53
Alice in Wonderland,2010,Adventure,Disney Interactive Studios,0.21,0.53
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,2010,Simulation,Electronic Arts,0,0.53
Front Mission 2,1997,Strategy,SquareSoft,0,0.53
Bulletstorm,2011,Shooter,Electronic Arts,0.2,0.53
F.E.A.R. 2: Project Origin,2009,Shooter,Warner Bros. Interactive Entertainment,0.15,0.53
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.2,0.53
Stuntman: Ignition,2007,Racing,THQ,0.26,0.53
Are You Smarter Than A 5th Grader?,2007,Misc,Mindscape,0,0.53
F1 2009,2009,Racing,Codemasters,0.29,0.53
Oni,2001,Action,Take-Two Interactive,0.2,0.53
The Lord of the Rings: The Two Towers,2002,Action,Electronic Arts,0.11,0.53
Juiced,2005,Racing,THQ,0.2,0.53
The Warriors,2005,Action,Take-Two Interactive,0.02,0.53
Batman: Arkham Origins Blackgate,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.53
J-League Soccer: Prime Goal 2,1994,Sports,Namco Bandai Games,0,0.53
Go Diego Go! Safari Rescue,2008,Action,Take-Two Interactive,0.01,0.53
The Walking Dead: Survival Instinct,2013,Shooter,Activision,0.17,0.53
Picross 3D,2009,Puzzle,Nintendo,0.03,0.53
Just Dance 2015,2014,Misc,Ubisoft,0.13,0.53
Silent Hill: Origins,2007,Action,Konami Digital Entertainment,0.16,0.53
NASCAR 2000,1999,Racing,Electronic Arts,0.03,0.53
Wayne Gretzky's 3D Hockey,1996,Sports,Nintendo,0.03,0.53
Pachi-Slot Aruze Oukoku 4,2000,Misc,Aruze Corp,0,0.53
Return to Castle Wolfenstein: Operation Resurrection,2003,Shooter,Activision,0.2,0.53
Mario Tennis: Power Tour,2005,Sports,Nintendo,0.09,0.52
Seaman,1999,Simulation,Sega,0,0.52
Guinness World Records: The Videogame,2008,Action,Warner Bros. Interactive Entertainment,0.01,0.52
The Grinch,1999,Adventure,Konami Digital Entertainment,0.2,0.52
GT Pro Series,2006,Racing,Ubisoft,0.01,0.52
Tales of Destiny,2006,Role-Playing,Namco Bandai Games,0,0.52
Spectrobes: Beyond the Portals,2008,Role-Playing,Disney Interactive Studios,0.11,0.52
Classic Word Games,2009,Misc,Ubisoft,0.37,0.52
Naruto Shippuden: Clash of Ninja Revolution 3,2009,Fighting,Nintendo,0.04,0.52
Fight Night Round 3,2006,Fighting,Electronic Arts,0.02,0.52
The Golden Compass,2007,Action,Sega,0,0.52
Final Fantasy Chronicles,2001,Role-Playing,Square,0.2,0.52
NBA Live 08,2007,Sports,Electronic Arts,0,0.52
Syphon Filter 3,2001,Shooter,Sony Computer Entertainment,0.2,0.52
Star Wars Battlefront: Elite Squadron,2009,Shooter,LucasArts,0.04,0.52
Metal Gear Solid 2: Substance,2002,Action,Konami Digital Entertainment,0.14,0.52
We Love Katamari,2005,Puzzle,Electronic Arts,0.2,0.52
NCAA Football 2003,2002,Sports,Electronic Arts,0.11,0.52
Way of the Samurai 3,2008,Action,Gamebridge,0.08,0.52
NBA Live 09,2008,Sports,Electronic Arts,0,0.52
DC Universe Online,2011,Role-Playing,Sony Online Entertainment,0.12,0.52
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Midway Games,0.2,0.52
Mega Man 6,1993,Platform,Capcom,0.07,0.52
Mission: Impossible,1999,Action,Infogrames,0.2,0.52
Final Fantasy Explorers,2014,Role-Playing,Square Enix,0.07,0.52
Rival Schools: United By Fate,1998,Fighting,Capcom,0.08,0.52
Bully: Scholarship Edition,2008,Action,Take-Two Interactive,0.29,0.52
IL-2 Sturmovik: Birds of Prey,2009,Simulation,505 Games,0.24,0.52
PlayStation All-Stars Battle Royale,2012,Action,Sony Computer Entertainment,0.15,0.52
Ratatouille,2007,Action,THQ,0.32,0.52
Cars Toon: Mater's Tall Tales,2010,Misc,Disney Interactive Studios,0.02,0.52
Kung Fu Panda,2008,Action,Activision,0.21,0.52
Swing Away Golf,2000,Sports,Electronic Arts,0.13,0.52
J-League Pro Soccer Club o Tsukurou! 3,2003,Sports,Sega,0,0.52
Tomb Raider: Legend,2006,Action,Eidos Interactive,0.19,0.52
Ratatouille,2007,Action,THQ,0.04,0.52
Freedom Fighters,2003,Shooter,Electronic Arts,0.2,0.52
Gun,2005,Shooter,Activision,0.12,0.52
That's So Raven 2: Supernatural Style,2005,Adventure,Disney Interactive Studios,0.14,0.52
Lair,2007,Action,Sony Computer Entertainment,0.04,0.52
Madden NFL 07,2006,Sports,Electronic Arts,0,0.52
The Punisher,2005,Action,THQ,0.2,0.52
Front Mission 3,1999,Strategy,SquareSoft,0.07,0.52
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,2006,Misc,Nintendo,0,0.52
SSX On Tour,2005,Sports,Electronic Arts,0.2,0.52
Tony Hawk's Pro Skater 3,2002,Sports,Activision,0.14,0.52
Harry Potter and the Prisoner of Azkaban,2004,Action,Electronic Arts,0.14,0.52
Petz: Hamsterz Life 2,2007,Misc,Ubisoft,0,0.52
Omega Boost,1999,Shooter,Sony Computer Entertainment,0.11,0.52
The Sims 2: Open for Business,2006,Simulation,Electronic Arts,0.05,0.52
Iron Man,2008,Action,Sega,0.12,0.52
NFL 2K3,2002,Sports,Sega,0.11,0.52
NBA Live 2002,2001,Sports,Electronic Arts,0.19,0.52
Jampack Winter 2002,2002,Misc,Sony Computer Entertainment,0.2,0.52
My Word Coach,2007,Misc,Ubisoft,0.02,0.51
Way of the Samurai,2002,Action,Eidos Interactive,0.1,0.51
Dragon Age: Origins,2009,Role-Playing,Electronic Arts,0.46,0.51
Naruto Shippuden: Ultimate Ninja Storm 3,2013,Fighting,Namco Bandai Games,0.17,0.51
Fishing Derby,N/A,Sports,Activision,0.03,0.51
Pac-Man Fever,2001,Misc,Sony Computer Entertainment,0.2,0.51
The LEGO Movie Videogame,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.51
The 3rd Birthday,2010,Role-Playing,Square Enix,0.07,0.51
Prince of Persia Trilogy,2010,Action,Ubisoft,0.25,0.51
International Track & Field,1996,Sports,Konami Digital Entertainment,0.05,0.51
100 All-Time Favorites,2009,Puzzle,Ubisoft,0.12,0.51
HSX HyperSonic.Xtreme,2002,Racing,Midas Interactive Entertainment,0.2,0.51
StarCraft II: Legacy of the Void,2015,Strategy,Activision,0.29,0.51
Tiger Woods PGA Tour 13,2012,Sports,Electronic Arts,0.18,0.51
SoulCalibur: Broken Destiny,2009,Fighting,Namco Bandai Games,0.2,0.51
The Saboteur,2009,Action,Electronic Arts,0.21,0.51
Lords of the Fallen,2014,Role-Playing,Square Enix,0.23,0.51
Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,0.27,0.51
Goldeneye 007: Reloaded,2011,Shooter,Activision,0.21,0.51
Jam With the Band,2008,Misc,Nintendo,0,0.51
Madden NFL 2004,2003,Sports,Electronic Arts,0.1,0.51
Jikkyou Powerful Pro Yakyuu 10,2003,Sports,Konami Digital Entertainment,0,0.51
Summoner,2000,Role-Playing,THQ,0.2,0.51
Virtual Pool,1997,Sports,Interplay,0.19,0.51
NBA Live 07,2006,Sports,Electronic Arts,0,0.51
Sega Bass Fishing,2008,Sports,Sega,0.01,0.51
Fire Emblem: Radiant Dawn,2007,Strategy,Nintendo,0.03,0.51
Dynasty Warriors,2004,Action,Tecmo Koei,0.01,0.51
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,Misc,THQ,0.14,0.51
Dragon Ball: Raging Blast,2009,Fighting,Namco Bandai Games,0.09,0.51
Rugrats: Scavenger Hunt,1999,Misc,THQ,0.09,0.51
Wrecking Crew,1985,Platform,Nintendo,0,0.51
International Superstar Soccer 2000 (All region sales),1999,Sports,Konami Digital Entertainment,0.26,0.51
Major League Baseball 2K10,2010,Sports,Take-Two Interactive,0,0.51
Monsters vs. Aliens,2009,Action,Activision,0.13,0.51
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010,Shooter,Activision,0.19,0.51
SpongeBob SquarePants: Creature from the Krusty Krab,2006,Platform,THQ,0.02,0.51
Lost: Via Domus,2008,Action,Ubisoft,0.23,0.51
NBA Live 2004,2003,Sports,Electronic Arts,0.04,0.51
Dai-4-Ji Super Robot Taisen S,1996,Strategy,Banpresto,0,0.51
Disney's Kim Possible: Revenge of Monkey Fist,2002,Platform,THQ,0.14,0.51
WWE SmackDown vs. RAW 2007,2006,Fighting,THQ,0.03,0.51
Ace Combat Zero: The Belkan War,2006,Simulation,Namco Bandai Games,0.12,0.51
R.U.S.E.,2010,Strategy,Ubisoft,0.22,0.51
Disgaea 3: Absence of Justice,2008,Role-Playing,Square Enix,0.04,0.51
Test Drive Unlimited,2007,Racing,Atari,0.28,0.51
LEGO Dimensions,2015,Action,Warner Bros. Interactive Entertainment,0.16,0.51
Picross DS,2007,Puzzle,Nintendo,0.02,0.51
Final Fantasy II Anniversary Edition,2007,Role-Playing,Square Enix,0.03,0.51
NHL 07,2006,Sports,Electronic Arts,0.02,0.51
Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.21,0.51
Quantum Break,2016,Action,Microsoft Game Studios,0.19,0.51
NBA 2K11,2010,Action,Take-Two Interactive,0.01,0.51
World Championship Poker,2004,Misc,Crave Entertainment,0.11,0.51
The BIGS,2007,Sports,Take-Two Interactive,0.19,0.51
Final Fantasy,2000,Role-Playing,SquareSoft,0,0.51
Burnout Revenge,2006,Racing,Electronic Arts,0.05,0.51
Rory McIlroy PGA Tour,2015,Action,Electronic Arts,0.24,0.51
Euro Truck Simulator,2008,Simulation,Rondomedia,0.42,0.51
Dragon Ball Z: Supersonic Warriors,2004,Fighting,Atari,0.13,0.51
Dishonored,2012,Action,Bethesda Softworks,0.19,0.51
Paws & Claws: Dogs & Cats Best Friends,2007,Simulation,THQ,0.01,0.51
NBA Ballers,2004,Sports,Midway Games,0.11,0.51
Silent Hill 4: The Room,2004,Action,Konami Digital Entertainment,0.19,0.51
River Raid II,1988,Shooter,Activision,0.03,0.51
Capcom Classics Collection,2005,Misc,Capcom,0.17,0.51
Guitar Hero Live,2015,Misc,Activision,0.17,0.51
Wolfenstein: The New Order,2014,Shooter,Bethesda Softworks,0.25,0.51
Monopoly Party,2002,Misc,Infogrames,0.19,0.51
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,2009,Adventure,GSP,0.33,0.51
NHL FaceOff 98,1997,Sports,Sony Computer Entertainment,0.19,0.51
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004,Action,THQ,0.13,0.5
F1 2012,2012,Racing,Codemasters,0.35,0.5
NHL 09,2008,Sports,Electronic Arts,0.01,0.5
Sonic Riders,2006,Racing,Sega,0.02,0.5
Looney Tunes: Back in Action,2003,Platform,Warner Bros. Interactive Entertainment,0.19,0.5
Wet,N/A,Shooter,Bethesda Softworks,0.21,0.5
Midnight Magic,1983,Action,Atari,0.03,0.5
Alice: Madness Returns,2011,Adventure,Electronic Arts,0.15,0.5
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.34,0.5
Tiger Woods PGA Tour 07,2006,Sports,Electronic Arts,0.12,0.5
Midnight Club II,2003,Racing,Take-Two Interactive,0.06,0.5
Atelier Rorona: Alchemist of Arland,2009,Role-Playing,Nippon Ichi Software,0.12,0.5
Monster Hunter Freedom 2,2011,Role-Playing,Capcom,0,0.5
Dragon Ball Z: Supersonic Warriors 2,2005,Fighting,Atari,0.02,0.5
Avatar: The Last Airbender,2006,Adventure,THQ,0.1,0.5
Blue's Clues: Blue's Big Musical,2001,Misc,THQ,0.19,0.5
The Mummy Returns,2001,Action,Universal Interactive,0.19,0.5
Hitman: Blood Money,2006,Action,Eidos Interactive,0.19,0.5
Disney Sing It,2008,Misc,Disney Interactive Studios,0.19,0.5
Chopper Command,1982,Shooter,Activision,0.03,0.5
Activision Anthology,2002,Misc,Activision,0.19,0.5
Crash: Mind Over Mutant,2008,Platform,Vivendi Games,0.19,0.5
WWE 2K16,2015,Sports,Take-Two Interactive,0.19,0.5
LEGO The Hobbit,2014,Action,Warner Bros. Interactive Entertainment,0.26,0.5
Babysitting Mama,2010,Simulation,505 Games,0.12,0.5
Boogie,2007,Misc,Electronic Arts,0.03,0.5
Theatrhythm: Final Fantasy,2012,Misc,Square Enix,0.07,0.5
Bleach: Soul Resurreccion,2011,Fighting,Nippon Ichi Software,0.11,0.5
Madden NFL 07,2006,Sports,Electronic Arts,0,0.5
Rugrats in Paris: The Movie,2000,Action,THQ,0.09,0.5
Dance Dance Revolution Universe 2,2007,Simulation,Konami Digital Entertainment,0.01,0.5
